Village,Water Body,Type,Date,
Sandana 2,Carriere 1,Entiere,3/11/23,
Sandana 2,Carriere 2,,2/16/23,
Sandana 2,Carriere 2,,1/29/23,
Sandana 2,Carriere 2,Entier,6/6/23,
Sandana 2,Carriere 2,Entiere,3/11/23,
Sandana 2,Carriere 3,,1/29/23,
Sandana 2,Carriere 3,Entier,6/6/23,
Sandana 2,Carriere 4,,1/29/23,
Sandana 2,Carriere 4,Entier,6/6/23,
Sandana 2,Carriere 5,,1/29/23,
Sandana 2,Carriere 5,Entier,6/6/23,
Sandana 2,Carriere 6,,1/29/23,
Sandana 2,Carriere 7,,1/29/23,
Sandana 2,Carriere 8,,1/29/23,
Sandana 2,Carriere 9,,1/29/23,
Sandana 2,Danga Djah 2,Entier,8/21/23,
Sandana 2,Danga Douro,Entier,8/30/23,
Sandana 2,Danga Keli 1,Entier,8/27/23,
Sandana 2,Danga Keli 2,Entier,8/27/23,
Sandana 2,Danga Keli 3,Entier,8/27/23,
Sandana 2,Danga Keli 4,Entier,8/27/23,
Sandana 2,Danga Kobo ,Entier,8/26/23,
Sandana 2,Danga Madjitigal,Entier,8/30/23,
Sandana 2,Danga Massa 1,Entier,8/21/23,
Sandana 2,Danga Roh 1,Entier,8/21/23,
Sandana 2,Danga Tamingagne 1,Entier,8/26/23,
Sandana 2,Danga Tamingagne 2,Entier,8/26/23,
Sandana 2,Danga Tamingagne 3,Entier,8/26/23,
Sandana 2,Djodaba 1,Barriere,4/11/23,
Sandana 2,Djodaba 1,Entier,6/4/23,
Sandana 2,Djodaba 2,Entier,6/5/23,
Sandana 2,Gotohotoro 1,Entier,8/21/23,
Sandana 2,Riviere 1,Entiere,4/8/23,
Sandana 2,Riviere 1,,2/13/23,
Sandana 2,Riviere 1,Entiere,3/11/23,
Sandana 2,Riviere 10,,2/15/23,
Sandana 2,Riviere 10,Entiere,3/12/23,
Sandana 2,Riviere 11,,2/15/23,
Sandana 2,Riviere 11,Entiere,3/12/23,
Sandana 2,Riviere 12,,2/15/23,
Sandana 2,Riviere 12,Entiere,3/12/23,
Sandana 2,Riviere 13,Entiere,3/12/23,
Sandana 2,Riviere 14,Entiere,3/12/23,
Sandana 2,Riviere 2,Entiere,4/8/23,
Sandana 2,Riviere 2,,2/13/23,
Sandana 2,Riviere 2,Entiere,3/11/23,
Sandana 2,Riviere 3,Entiere,4/8/23,
Sandana 2,Riviere 3,,2/13/23,
Sandana 2,Riviere 3,Entier,6/5/23,
Sandana 2,Riviere 3,Entiere,3/11/23,
Sandana 2,Riviere 4,Entiere,4/8/23,
Sandana 2,Riviere 4,,2/13/23,
Sandana 2,Riviere 4,Entier,6/5/23,
Sandana 2,Riviere 4,Entiere,3/11/23,
Sandana 2,Riviere 5,Entiere,4/8/23,
Sandana 2,Riviere 5,,2/14/23,
Sandana 2,Riviere 5,Entier,6/3/23,
Sandana 2,Riviere 5,Entiere,3/12/23,
Sandana 2,Riviere 6,,2/14/23,
Sandana 2,Riviere 6,Entiere,3/12/23,
Sandana 2,Riviere 7,Entiere,4/8/23,
Sandana 2,Riviere 7,,2/14/23,
Sandana 2,Riviere 7,Entier,6/3/23,
Sandana 2,Riviere 7,Entiere,3/12/23,
Sandana 2,Riviere 8,Entiere,4/9/23,
Sandana 2,Riviere 8,,2/14/23,
Sandana 2,Riviere 8,Entiere,3/11/23,
Sandana 2,Riviere 9,Entiere,4/9/23,
Sandana 2,Riviere 9,,2/15/23,
Sandana 2,Riviere 9,Entier,6/3/23,
Sandana 2,Riviere 9,Entier,6/3/23,
Sandana 2,Riviere 9,Entiere,3/11/23,
Sandana 2,Riviere 9 Suite 2,Entier,6/3/23,
Kemdere,Bahyiri 1 PE Allasra,Barriere,6/25/23,
Kemdere,Bahyiri 1 PE Allasra,Barriere,5/28/23,
Kemdere,Bahyiri 1 PE Djas,Barriere,6/17/23,
Kemdere,Bahyiri 1 PE Djas,Barriere,5/20/23,
Kemdere,Bahyiri 1 PE Djigyara,Barriere,6/25/23,
Kemdere,Bahyiri 1 PE Djiraiyadji,Barriere,6/24/23,
Kemdere,Bahyiri 1 PE Djiraiyadji,Barriere,5/27/23,
Kemdere,Bahyiri 1 PE Djonianan,Barriere,6/17/23,
Kemdere,Bahyiri 1 PE Djonianan,Barriere,5/20/23,
Kemdere,Bahyiri 1 PE Guermadji,Barriere,6/17/23,
Kemdere,Bahyiri 1 PE Guermadji,Barriere,5/20/23,
Kemdere,Bahyiri 1 PE Honadimadje,Barriere,6/11/23,
Kemdere,Bahyiri 1 PE Kara,Barriere,6/11/23,
Kemdere,Bahyiri 1 PE Kara,Barriere,5/14/23,
Kemdere,Bahyiri 1 PE Klamadji,Barriere,6/24/23,
Kemdere,Bahyiri 1 PE Klamadji,Barriere,5/27/23,
Kemdere,Bahyiri 1 PE Marcelin,Barriere,6/18/23,
Kemdere,Bahyiri 1 PE Marcelin,Barriere,5/21/23,
Kemdere,Bahyiri 1 PE Nanasra,Barriere,6/24/23,
Kemdere,Bahyiri 1 PE Nasarmadji,Barriere,6/7/23,
Kemdere,Bahyiri 1 PE Nasarmadji,Barriere,5/10/23,
Kemdere,Bahyiri 1 PE Natoiallah,Barriere,6/10/23,
Kemdere,Bahyiri 1 PE Natoiallah,Barriere,5/13/23,
Kemdere,Bahyiri 1 PE Ngardiguem,Barriere,6/11/23,
Kemdere,Bahyiri 1 PE Ngartessem,Barriere,6/18/23,
Kemdere,Bahyiri 1 PE Ngartessem,Barriere,5/21/23,
Kemdere,Bahyiri 1 PE Ramadigue,Barriere,6/10/23,
Kemdere,Bahyiri 1 PE rassengar,Barriere,6/25/23,
Kemdere,Bahyiri 1 PE rassengar,Barriere,5/28/23,
Kemdere,Bahyiri 1 PE Ratemadje,Barriere,6/10/23,
Kemdere,Bahyiri 2,Entiere,6/6/23,
Kemdere,Bahyiri 2,Entier,5/9/23,
Kemdere,Carriere 1 du mare Bayiri,,8/20/23,
Kemdere,Carriere 1 du mare Bayiri,,7/24/23,
Kemdere,Carriere 1 du mare Bayiri,,6/30/23,
Kemdere,Carriere 1 du mare Bayiri,,9/6/23,
Kemdere,Carriere 10 Kilo 1,,8/20/23,
Kemdere,Carriere 10 Kilo 1,,7/24/23,
Kemdere,Carriere 10 Kilo 1,,6/23/23,
Kemdere,Carriere 10 Kilo 1,,9/14/23,
Kemdere,Carriere 10 Kilo 1 A,,11/6/23,
Kemdere,Carriere 10 Kilo 1 A,,10/11/23,
Kemdere,Carriere 10 Kilo 1 B,,11/6/23,
Kemdere,Carriere 10 Kilo 1 B,,10/11/23,
Kemdere,Carriere 10 Kilo 2,,7/24/23,
Kemdere,Carriere 2 du mare Bayiri,,8/22/23,
Kemdere,Carriere 2 du mare Bayiri,,7/27/23,
Kemdere,Carriere 2 du mare Bayiri,,6/30/23,
Kemdere,Carriere 3 du mare Bayiri,,8/22/23,
Kemdere,Carriere 3 du mare Bayiri,,7/27/23,
Kemdere,Carriere 3 du mare Bayiri,,6/30/23,
Kemdere,Carriere 4 du mare Bayiri,,8/22/23,
Kemdere,Carriere 4 du mare Bayiri,,7/27/23,
Kemdere,Carriere 4 du mare Bayiri,,6/30/23,
Kemdere,Carriere 5 A du mare Bayiri,,8/10/23,
Kemdere,Carriere 5 A du mare Bayiri,,7/14/23,
Kemdere,Carriere 5 B du mare Bayiri,,8/10/23,
Kemdere,Carriere 5 B du mare Bayiri,,7/14/23,
Kemdere,Carriere 5 B du mare Bayiri,,9/6/23,
Kemdere,Carriere 6 du mare Bayiri,,8/10/23,
Kemdere,Carriere 6 du mare Bayiri,,7/14/23,
Kemdere,Carriere du Sable,,9/6/23,
Kemdere,Carriere ECET Bayiri,,8/10/23,
Kemdere,Carriere ECET Bayiri,,7/14/23,
Kemdere,Carriere Kemtolabaye,,8/20/23,
Kemdere,Carriere Kemtolabaye,,12/28/23,
Kemdere,Carriere Kemtolabaye,,1/24/23,
Kemdere,Carriere Kemtolabaye,,7/3/23,
Kemdere,Carriere Kemtolabaye,,7/24/23,
Kemdere,Carriere Kemtolabaye,,5/30/23,
Kemdere,Carriere Kemtolabaye,,11/28/23,
Kemdere,Carriere Kemtolabaye,,11/3/23,
Kemdere,Carriere Kemtolabaye,,11/6/23,
Kemdere,Carriere Kemtolabaye,,10/11/23,
Kemdere,Carriere Kemtolabaye,,9/14/23,
Kemdere,Carriere Massia,,4/13/23,
Kemdere,Carriere Massia,,2/22/23,
Kemdere,Carriere Massia,,3/16/23,
Kemdere,Carriere Massia,,5/10/23,
Kemdere,Carriere Massia 2,,4/5/23,
Kemdere,Carriere Massia 2,,5/2/23,
Kemdere,Carriere Massia 2,,5/30/23,
Kemdere,Carriere Yaya Ngon,,8/20/23,
Kemdere,Carriere Yaya Ngon,,12/28/23,
Kemdere,Carriere Yaya Ngon,,7/3/23,
Kemdere,Carriere Yaya Ngon,,7/24/23,
Kemdere,Carriere Yaya Ngon,,6/6/23,
Kemdere,Carriere Yaya Ngon,,11/28/23,
Kemdere,Carriere Yaya Ngon,,11/6/23,
Kemdere,Carriere Yaya Ngon,,10/11/23,
Kemdere,Carriere Yaya Ngon,,9/14/23,
Kemdere,Man Mate,,4/13/23,
Kemdere,Man Mate,,6/5/23,
Kemdere,Man Mate,Entiere,6/6/23,
Kemdere,Man Mate,,5/9/23,
Kemdere,Manemate,Entier,5/9/23,
Kemdere,Puits 1 du mare Bayiri,,4/7/23,
Kemdere,Puits 2 du mare Bayiri,,4/7/23,
Kemdere,Puits 3 du mare Bayiri,,4/7/23,
Mossiara,Alladoumadji PE,Barriere,6/25/23,
Mossiara,Barkoh Ngueyara,Entier,5/9/23,
Mossiara,Djasrangue PE ,Barriere,6/18/23,
Mossiara,Djasrangue PE ,Barriere,5/27/23,
Mossiara,Djasrangue PE 2,Barriere,6/24/23,
Mossiara,Djinguebaye PE,Barriere,6/25/23,
Mossiara,Haidjiman PE 1,Barriere,6/6/23,
Mossiara,Haidjiman PE 1,Barriere,5/10/23,
Mossiara,Haidjiman PE 2,Barriere,6/6/23,
Mossiara,Haidjiman PE 2,Barriere,5/10/23,
Mossiara,Kiga PE 1,Barriere,6/17/23,
Mossiara,Kiga PE 1,Barriere,5/20/23,
Mossiara,Kiga PE 2,Barriere,6/17/23,
Mossiara,Kiga PE 2,Barriere,5/20/23,
Mossiara,Kodjioudal PE ,Barriere,6/18/23,
Mossiara,Kodjioudal PE ,Barriere,5/27/23,
Mossiara,Kodjioudal PE 2,Barriere,6/24/23,
Mossiara,Nanghognan PE 1,Barriere,6/18/23,
Mossiara,Nanghognan PE 1,Barriere,5/18/23,
Mossiara,Nanghognan PE 2,Barriere,6/18/23,
Mossiara,Nanghognan PE 2,Barriere,5/28/23,
Mossiara,Ngainan PE ,Barriere,6/11/23,
Mossiara,Ngainan PE ,Barriere,5/14/23,
Mossiara,Ngueyara PE 1,Barriere,6/5/23,
Mossiara,Ngueyara PE 2,Barriere,6/5/23,
Mossiara,Ngueyara PE 3,Barriere,6/5/23,
Mossiara,Nguramadje PE,Barriere,6/24/23,
Mossiara,Nguramadje PE,Barriere,5/28/23,
Mossiara,Nguramadje PE 2,Barriere,6/24/23,
Mossiara,Ouningue PE,Barriere,6/10/23,
Mossiara,Oussingue PE ,Barriere,5/13/23,
Mossiara,Ratemadji PE,Barriere,6/5/23,
Mossiara,Ratemadji PE,Barriere,5/9/23,
Mossiara,Tamyal PE ,Barriere,6/17/23,
Mossiara,Tamyal PE ,Barriere,5/20/23,
Mossiara,Togasra PE 1,Barriere,6/6/23,
Mossiara,Togasra PE 1,Barriere,5/10/23,
Mossiara,Togasra PE 2,Barriere,6/10/23,
Mossiara,Togasra PE 2,Barriere,5/13/23,
Mossiara,Yayaira PE ,Barriere,6/11/23,
Mossiara,Yayaira PE ,Barriere,5/14/23,
Djarabou,Bouta Bori,Section,4/13/23,
Djarabou,Bouta Bori,Barriere,8/13/23,
Djarabou,Bouta Bori,Barriere,7/19/23,
Djarabou,Bouta Bori,Barriere,6/3/23,
Djarabou,Bouta Bori,Barriere,3/20/23,
Djarabou,Bouta Bori,Barriere,5/9/23,
Djarabou,Bouta Bori,Barriere,9/7/23,
Djarabou,Bouta Bori 1 P2,Barriere,8/13/23,
Djarabou,Bouta Bori 1 P2,Barriere,7/19/23,
Djarabou,Bouta Bori 1 P2,Barriere,6/3/23,
Djarabou,Bouta Bori 1 P2,Barriere,6/24/23,
Djarabou,Bouta Bori 1 P2,Barriere,6/24/23,
Djarabou,Bouta Bori 1 P2,Barriere,5/9/23,
Djarabou,Bouta Bori 1 P2,Barriere,9/7/23,
Djarabou,Bouta Bori 2,Section,4/13/23,
Djarabou,Bouta Bori 2,Barriere,8/13/23,
Djarabou,Bouta Bori 2,Barriere,7/19/23,
Djarabou,Bouta Bori 2,Barriere,6/3/23,
Djarabou,Bouta Bori 2,Barriere,6/24/23,
Djarabou,Bouta Bori 2,Barriere,5/9/23,
Djarabou,Bouta Boulama,Entiere,8/13/23,
Djarabou,Bouta Boulama,Entiere,7/19/23,
Djarabou,Bouta Boulama,Entiere,9/7/23,
Djarabou,Bouta Djimet,Entiere,4/6/23,
Djarabou,Bouta Djimet,Barriere,8/9/23,
Djarabou,Bouta Djimet,Entiere,7/15/23,
Djarabou,Bouta Djimet,Entiere,6/20/23,
Djarabou,Bouta Djimet,Entiere,5/2/23,
Djarabou,Bouta Djimet,Entiere,5/27/23,
Djarabou,Bouta Djimet,Barriere,9/3/23,
Djarabou,Bouta Koungou,Entiere,4/6/23,
Djarabou,Bouta Koungou,Entiere,8/9/23,
Djarabou,Bouta Koungou,Entiere,7/15/23,
Djarabou,Bouta Koungou,Entiere,6/20/23,
Djarabou,Bouta Koungou,Entiere,3/12/23,
Djarabou,Takdol 1,Entiere,8/9/23,
Djarabou,Takdol 1,Entiere,7/15/23,
Djarabou,Takdol 1,Entiere,6/20/23,
Djarabou,Takdol 1,Entiere,5/2/23,
Djarabou,Takdol 1,Entiere,5/27/23,
Djarabou,Takdol 1,Barriere,9/3/23,
Djarabou,Takdol 1,Barriere,9/28/23,
Djarabou,Takdol 2,Entiere,8/9/23,
Djarabou,Takdol 2,Entiere,5/2/23,
Djarabou,Takdol 2,Entiere,5/27/23,
Djarabou,Takdol 2,Barriere,9/3/23,
Djarabou,Takdol 2,Barriere,9/28/23,
Nara Ngardamari,Bouta Brique,Entiere,8/7/23,
Nara Ngardamari,Bouta Brique,Entiere,9/2/23,
Nara Ngardamari,Bouta Brique,Entiere,9/26/23,
Nara Ngardamari,Bouta Kana P1,Barriere,8/7/23,
Nara Ngardamari,Bouta Kana P1,Barriere,7/13/23,
Nara Ngardamari,Bouta Kana P1,Barriere,9/2/23,
Nara Ngardamari,Bouta Mislengar P1,Barriere,8/7/23,
Nara Ngardamari,Bouta Mislengar P1,Barriere,7/13/23,
Nara Ngardamari,Bouta Mislengar P1,Barriere,9/2/23,
Nara Ngardamari,Bouta Samandengar P1,Barriere,8/7/23,
Nara Ngardamari,Bouta Samandengar P1,Barriere,7/13/23,
Nara Ngardamari,Bouta Samandengar P1,Barriere,9/2/23,
Nara Ngardamari,Bouta Samandengar P1,Barriere,9/26/23,
Nara Ngardamari,Danbe 1,Entiere,7/3/23,
Nara Ngardamari,Danbe 1,Entiere,6/8/23,
Nara Ngardamari,Danbe 1,Section,5/14/23,
Nara Ngardamari,Danbe 1,Entiere,9/16/23,
Nara Ngardamari,Danbe 2,Entiere,7/3/23,
Nara Ngardamari,Danbe 2,Entiere,6/8/23,
Nara Ngardamari,Danbe 2,Section,5/14/23,
Nara Ngardamari,Danbe 3,Entiere,7/3/23,
Nara Ngardamari,Danbe 3,Entiere,6/8/23,
Nara Ngardamari,Danbe 3,Section,5/14/23,
Nara Ngardamari,Danbe 4,Entiere,8/22/23,
Nara Ngardamari,Danbe 4,Entiere,7/28/23,
Nara Ngardamari,Danbe 4,Entiere,6/8/23,
Nara Ngardamari,Danbe 5,Entiere,8/22/23,
Nara Ngardamari,Danbe 5,Entiere,7/28/23,
Nara Ngardamari,Danbe 6,Entiere,8/22/23,
Nara Ngardamari,Danbe 6,Entiere,7/28/23,
Nara Ngardamari,Souradai 1,Barriere,4/25/23,
Nara Ngardamari,Souradai 1,Entiere,8/4/23,
Nara Ngardamari,Souradai 1,Entiere,7/10/23,
Nara Ngardamari,Souradai 1,Entiere,6/15/23,
Nara Ngardamari,Souradai 1,Section,5/20/23,
Nara Ngardamari,Souradai 1,Entiere,9/16/23,
Nara Ngardamari,Souradai 2,Barriere,4/25/23,
Nara Ngardamari,Souradai 2,Entiere,8/4/23,
Nara Ngardamari,Souradai 2,Entiere,7/10/23,
Nara Ngardamari,Souradai 2,Entiere,6/15/23,
Nara Ngardamari,Souradai 2,Section,5/20/23,
Nara Ngardamari,Souradai 3,Section,4/30/23,
Nara Ngardamari,Souradai 3,Entiere,8/4/23,
Nara Ngardamari,Souradai 3,Entiere,6/15/23,
Nara Ngardamari,Souradai 4,Section,4/30/23,
Nara Ngardamari,Souradai 4,Entiere,8/22/23,
Nara Ngardamari,Souradai 4,Entiere,6/18/23,
Nara Ngardamari,Souradai 5,Entiere,6/18/23,
Nara Ngardamari,Souradai 6,Entiere,6/18/23,
Nara Ngardamari,Souradai 7,Entiere,6/18/23,
Bainaka,Toure P1,Barriere,7/24/23,
Bainaka,Toure P2,Barriere,7/24/23,
Dibassia,Bande de sable 1,Entiere,3/10/23,
Dibassia,Bande de sable 2,Entiere,3/10/23,
Dibassia,Bande de sable 8,Entiere,3/10/23,
Dibassia,Branche fleuve chari point d'entree,,2/7/23,
Dibassia,Branche fleuve chari point d'entree,Barriere,3/5/23,
Dibassia,Chari Point d'entrée,Barriere,4/2/23,
Dibassia,Chari Point d'entrée,Barriere,7/3/23,
Dibassia,Chari Point d'entrée,Barriere,3/7/23,
Dibassia,Dogogue,Entiere,3/30/23,
Dibassia,Kouloum Boubou,Entiere,4/3/23,
Dibassia,Ngonba Point d'entrée 1,Barriere,4/4/23,
Dibassia,Ngonba Point d'entrée 1,Barriere,7/26/23,
Dibassia,Ngonba Point d'entrée 1,Barriere,6/28/23,
Dibassia,Ngonba Point d'entrée 1,Barriere,5/31/23,
Dibassia,Ngonba Point d'entrée 1,section,9/20/23,
Dibassia,Ngonba Point d'entrée 2,Barriere,4/4/23,
Dibassia,Ngonba Point d'entrée 2,Barriere,7/26/23,
Dibassia,Ngonba Point d'entrée 2,Barriere,6/28/23,
Dibassia,Ngonba Point d'entrée 2,Barriere,5/31/23,
Dibassia,Ngonba Point d'entrée 2,section,9/21/23,
Dibassia,Ngonba Point d'entrée 3,Barriere,4/4/23,
Dibassia,Ngonba Point d'entrée 3,Barriere,7/26/23,
Dibassia,Ngonba Point d'entrée 3,Barriere,6/29/23,
Dibassia,Ngonba Point d'entrée 3,Barriere,5/31/23,
Dibassia,Ngonba Point d'entrée 4,Barriere,4/4/23,
Dibassia,Ngonba Point d'entrée 4,Barriere,7/26/23,
Dibassia,Ngonba Point d'entrée 4,Barriere,6/1/23,
Dibassia,Ngonba Point d'entrée 4,Barriere,6/29/23,
Dibassia,Ngonba Point d'entrée 5,Barriere,4/6/23,
Dibassia,Ngonba Point d'entrée 5,Barriere,6/1/23,
Dibassia,Ngonba Point d'entrée 5,Barriere,6/30/23,
Dibassia,Ngonba Point d'entrée 6,Barriere,4/6/23,
Dibassia,Ngonba Point d'entrée 7,Barriere,4/6/23,
Dibassia,Tato Point d'entree 1,,2/6/23,
Dibassia,Tato Point d'entree 1,Barriere,7/1/23,
Dibassia,Tato Point d'entree 1,Barriere,3/5/23,
Dibassia,Tato Point d'entree 1,Barriere,3/31/23,
Dibassia,Tato Point d'entree 1,Barriere,5/28/23,
Dibassia,Tato Point d'entree 2,,2/7/23,
Dibassia,Tato Point d'entree 2,Barriere,7/1/23,
Dibassia,Tato Point d'entree 2,Barriere,3/5/23,
Dibassia,Tato Point d'entree 2,Barriere,3/31/23,
Dibassia,Tato Point d'entree 2,Barriere,5/28/23,
Dibassia,Tato Point d'entree 3,,2/9/23,
Dibassia,Tato Point d'entree 3,Barriere,7/2/23,
Dibassia,Tato Point d'entree 3,Barriere,3/6/23,
Dibassia,Tato Point d'entree 3,Barriere,3/31/23,
Dibassia,Tato Point d'entree 3,Barriere,5/28/23,
Dibassia,Tato Point d'entree 4,Barriere,4/1/23,
Dibassia,Tato Point d'entree 4,,2/9/23,
Dibassia,Tato Point d'entree 4,Barriere,7/2/23,
Dibassia,Tato Point d'entree 4,Barriere,3/6/23,
Dibassia,Tato Point d'entree 4,Barriere,5/29/23,
Dibassia,Tato Point d'entree 5,Barriere,4/2/23,
Dibassia,Tato Point d'entree 5,,2/9/23,
Dibassia,Tato Point d'entree 5,Barriere,7/3/23,
Dibassia,Tato Point d'entree 5,Barriere,3/6/23,
Dibassia,Tato Point d'entree 5,Barriere,5/29/23,
Dibassia,Tato Point d'entree 6,Barriere,4/2/23,
Dibassia,Tato Point d'entree 6,Barriere,3/7/23,
Dibassia,Tato Point d'entree 6,Barriere,5/29/23,
Dibassia,Tato Point d'entree 7,Barriere,3/7/23,
Dibassia,Tato Point d'entree 7,Barriere,5/30/23,
Dibassia,Tato Point d'entree 8,Barriere,5/30/23,
Doguigui,Bar-Koh 1,Section,4/15/23,
Doguigui,Bar-Koh 1,Barriere,6/10/23,
Doguigui,Bar-Koh 1,Barriere,3/19/23,
Doguigui,Bar-Koh 1,Point d’entrée,10/9/19,
Doguigui,Bar-Koh 1,Point d’entrée,10/9/19,
Doguigui,Bar-Koh 1,Section,9/12/23,
Doguigui,Bar-Koh 1 S2,Section,4/15/23,
Doguigui,Bar-Koh 1 S2,Section,9/12/23,
Doguigui,Bar-Koh 2,Section,4/15/23,
Doguigui,Bar-Koh 2,Section,6/9/23,
Doguigui,Bar-Koh 2,Barriere,6/11/23,
Doguigui,Bar-Koh 2,Barriere,3/20/23,
Doguigui,Bar-Koh 2,Section,9/12/23,
Doguigui,Bar-Koh 2 S2,Section,4/15/23,
Doguigui,Bar-Koh 2 S2,Section,6/9/23,
Doguigui,Bar-Koh 2 S2,Section,6/10/23,
Doguigui,Bar-Koh 2 S2,Section,9/13/23,
Doguigui,Bar-Koh 3,Section,4/16/23,
Doguigui,Bar-Koh 3,Barriere,6/11/23,
Doguigui,Bar-Koh 3,Barriere,3/20/23,
Doguigui,Bar-Koh 3,Barriere,9/13/23,
Doguigui,Bar-Koh 3 S2,Section,4/16/23,
Doguigui,Bar-Koh 3 S3,Section,4/16/23,
Doguigui,Bar-Koh 3 S4,Section,4/17/23,
Doguigui,Bar-Koh 4,Barriere,4/17/23,
Doguigui,Bar-Koh 4,Barriere,6/12/23,
Doguigui,Bar-Koh 4,Barriere,9/13/23,
Doguigui,Bar-Koh S1,,2/22/23,
Doguigui,Bar-Koh S1,,6/5/23,
Doguigui,Bar-Koh S1,,6/29/23,
Doguigui,Bar-Koh S1,Barriere,3/19/23,
Doguigui,Bar-Koh S2,,2/22/23,
Doguigui,Bar-Koh S2,,6/5/23,
Doguigui,Bar-Koh S2,,6/29/23,
Doguigui,Bar-Koh S2,Barriere,3/19/23,
Doguigui,Bar-Koh S3,,2/22/23,
Doumabe,Bande de Sable 1,Entier,6/8/23,
Doumabe,Bande de Sable 10,Entier,6/12/23,
Doumabe,Bande de Sable 11,Entier,6/10/23,
Doumabe,Bande de Sable 12,Entier,6/10/23,
Doumabe,Bande de Sable 13,Entier,6/10/23,
Doumabe,Bande de Sable 2,Entier,6/8/23,
Doumabe,Bande de Sable 3,Entier,6/8/23,
Doumabe,Bande de Sable 4 (section 1),Section,6/8/23,
Doumabe,Bande de Sable 4 (section 2),Section,6/8/23,
Doumabe,Bande de Sable 4 (section 3),Section,6/8/23,
Doumabe,Bande de Sable 5 (section 1),Section,6/8/23,
Doumabe,Bande de Sable 5 (section 2),Section,6/10/23,
Doumabe,Bande de Sable 5 (section 3),Section,6/10/23,
Doumabe,Bande de Sable 5 (section 4),Section,6/10/23,
Doumabe,Bande de Sable 5 (section 5),Section,6/10/23,
Doumabe,Bande de Sable 6,Entier,6/8/23,
Doumabe,Bande de Sable 7 (section 1),Section,6/11/23,
Doumabe,Bande de Sable 7 (section 2),Section,6/11/23,
Doumabe,Bande de Sable 7 (section 3),Section,6/11/23,
Doumabe,Bande de Sable 7 (section 4),Section,6/11/23,
Doumabe,Bande de Sable 7 (section 5),Section,6/11/23,
Doumabe,Bande de Sable 7 (section 6),Section,6/11/23,
Doumabe,Bande de Sable 7 (section 7),Section,6/12/23,
Doumabe,Bande de Sable 7 (section 8),Section,6/12/23,
Doumabe,Bande de Sable 8,Entier,6/12/23,
Doumabe,Bande de Sable 9,Entier,6/12/23,
Doumabe,Carre 1,Entier,6/5/23,
Doumabe,Carre 10,Entier,6/7/23,
Doumabe,Carre 11,Entier,6/7/23,
Doumabe,Carre 12,Entier,6/7/23,
Doumabe,Carre 13,Entier,6/7/23,
Doumabe,Carre 14,Entier,6/7/23,
Doumabe,Carre 15,Entier,6/7/23,
Doumabe,Carre 2,Entier,6/5/23,
Doumabe,Carre 3,Entier,6/5/23,
Doumabe,Carre 4 (section 1),Section,6/5/23,
Doumabe,Carre 4 (section 2),Section,6/5/23,
Doumabe,Carre 5,Entier,6/6/23,
Doumabe,Carre 6,Entier,6/6/23,
Doumabe,Carre 7,Entier,6/6/23,
Doumabe,Carre 8,Entier,6/6/23,
Doumabe,Carre 9,Entier,6/6/23,
Doumabe,Point d'entree 1,Barriere,6/13/23,
Doumabe,Point d'entree 2,Barriere,6/13/23,
Doumabe,Point d'entree 3,Barriere,6/13/23,
Doumabe,Point d'entree 4,Barriere,6/13/23,
Doumabe,Point d'entree 5,Barriere,6/13/23,
Gentil,Boul Koisar 1,,4/6/23,
Gentil,Boul Koisar 1,,7/6/23,
Gentil,Boul Koisar 1,,6/8/23,
Gentil,Boul Koisar 1,Entier,6/3/23,
Gentil,Boul Koisar 1,,5/11/23,
Gentil,Boul Koisar 2,,7/6/23,
Gentil,Boul Koisar 2,,6/8/23,
Gentil,Boul Koisar 2,,5/11/23,
Gentil,Boul Koisar 3,,7/6/23,
Gentil,Boul Koisar 3,,6/8/23,
Gentil,Boul Koisar 3,,5/11/23,
Gentil,Boul Mboro 1  (section 1),,4/4/23,
Gentil,Boul Mboro 1  (section 1),,7/5/23,
Gentil,Boul Mboro 1  (section 1),,6/7/23,
Gentil,Boul Mboro 1  (section 1),Section,6/30/23,
Gentil,Boul Mboro 1  (section 1),Entier,6/1/23,
Gentil,Boul Mboro 1  (section 1),,5/10/23,
Gentil,Boul Mboro 1  (section 2),,7/5/23,
Gentil,Boul Mboro 1  (section 2),,6/7/23,
Gentil,Boul Mboro 1  (section 2),,5/9/23,
Gentil,Boul Mboro 2,,6/6/23,
Gentil,Boul Mboro 2,,6/30/23,
Gentil,Boul Mboro 2,Section,6/30/23,
Gentil,Boul Mboro 2,,5/9/23,
Gentil,Boule Guila 3,,7/6/23,
Gentil,Boule Guila 3,Section,7/1/23,
Gentil,Boule Guila 3,,6/8/23,
Gentil,Boule Guila 3,Entier,6/1/23,
Gentil,Boule Guila 3,,5/11/23,
Gentil,Boul-Guila 1 (section 1),Section,4/4/23,
Gentil,Boul-Guila 1 (section 1),Section,6/2/23,
Gentil,Boul-Guila 1 (section 2),Section,4/4/23,
Gentil,Boul-Guila 1 (section 2),Section,6/2/23,
Gentil,Boul-Guila 1 (section 3),Section,4/4/23,
Gentil,Boul-Guila 1 (section 3),Section,6/2/23,
Gentil,Boul-Guila 2 (section 1),,4/5/23,
Gentil,Boul-Guila 2 (section 1),,7/5/23,
Gentil,Boul-Guila 2 (section 1),,6/7/23,
Gentil,Boul-Guila 2 (section 1),Entier,6/30/23,
Gentil,Boul-Guila 2 (section 1),Section,6/2/23,
